Title,Synopsis,"Award Type","Next due date (Y-m-d)","Proposals accepted anytime","Program ID","NSF/PD Num",Status,"Posted date (Y-m-d)",URL,Type,"Solicitation URL"
"Humans, Disasters, and the Built Environment (HDBE)","The Humans, Disasters, and the Built Environment (HDBE) program supports fundamental, convergent research on how human activities and behaviors interact with the built environment to reduce or exacerbate the effects of natural hazards and disasters. The program foci are ongoing and emerging hazards to populations (individuals, households, businesses, organizations, and agencies) and built environments (critical infrastructures, physical and cyber spaces, and buildings). Successful proposals shall address all three elements (i.e., humans, disasters, and the built environment) and have the potential to contribute to theories or insights that hold over a broad range of scales, conditions, and sectors. Research funded through this program is expected to build a deeper understanding of human behaviors at the interface of engineering and society and inform how communities manage their risk and adapt to changing patterns in climate, extreme weather, and other hazards.
Given the richness of the phenomena under study, the HDBE program seeks research that advances foundational theories, methods, and data within and across diverse disciplines such as engineering, social sciences, natural sciences, computing, or other relevant fields. Interdisciplinary proposals are common.
Proposals aimed to make methodological contributions to advance disaster-relevant research are also of interest to the program. Examples include methods and tools for the translation of engineering solutions (mitigation and adaptation) for the built environment to community or national scale investments, practices, and policies; techniques to examine the interactions of humans and the built environment resulting from simultaneous or compounding risk of natural disasters and pandemics; and protocols, methodologies, and tools tailored for handling sensitive, protected, and proprietary data relevant to disasters.
Investigators are encouraged to take advantage of NSF’s investments in the Natural Hazards Engineering Research Infrastructure (NHERI) on experimental testing, computational modeling and simulation, interdisciplinary training and networks, and data sharing, integration, and analysis. Research that addresses multiple dimensions of social equity, vulnerability, and environmental justice is particularly encouraged.
Proposers are actively encouraged to email a one-page project summary to the HDBE Program Officer before submitting a full proposal for guidance on whether the proposed research topic falls within the scope of the HDBE program and/or co-review might be appropriate.  
 ",,,1,13353,pd191638,Cleared,2018-06-11,https://www.nsf.gov/funding/opportunities/hdbe-humans-disasters-built-environment/pd19-1638,Program,https://www.nsf.gov/policies/pappg
"Mechanics of Materials and Structures (MOMS)","The Mechanics of Materials and Structures program supports fundamental research in mechanics as related to the behavior of deformable solid materials and structures under internal and external actions. The program supports a diverse spectrum of research with emphasis on transformative advances in experimental, theoretical, and computational methods. Submitted proposals should clearly emphasize the contributions to the field of mechanics.
Proposals related to material response are welcome, including, but not limited to, advances in fundamental understanding of deformation, fracture, and fatigue as well as contact and friction. Proposals that relate to structural response are also welcome, including, but not limited to, advances in the understanding of nonlinear deformation, instability and collapse, and wave propagation. Proposals addressing mechanics at the intersection of materials and structures, such as, but not limited to, meta-materials, hierarchical, micro-architectured and low-dimensional materials are also encouraged.
Proposals that explore and build upon advanced computing techniques and tools to enable major advances in mechanics are particularly welcome. For example, proposals incorporating reduced-order modeling, data-driven techniques, and/or stochastic methods with a strong emphasis on validation are encouraged.  Also welcome are proposals addressing data analytics for deformation or damage response deduction from large experimental and computational data sets. Similarly, proposals that explore new experimental techniques to capture deformation and failure information for extreme ranges of loading or material behavior are also encouraged. Finally, experimental and computational methods that address information across multiple length and time scales, potentially involving multiphysics considerations are also welcome.
Proposals with a focus on buildings and civil infrastructure system are welcome in CMMI and should be submitted to the program on Structural and Architectural Engineering Materials (SAEM). Proposals addressing processing and mechanical performance enhancements should be submitted to the Materials Engineering and Processing (MEP) program. Investigators with proposals focused on design methodological approaches and theory enabling the accelerated development and insertion of materials should consider the Design of Engineering Material Systems (DEMS) program. Lastly, investigators with interest in developing a combined theoretical and experimental approach to accelerate materials discovery and development should direct their proposals to the Designing Materials to Revolutionize and Engineer Our Future (DMREF) opportunity.
Proposers are actively encouraged to email a one-page project summary to MOMS@nsf.gov before full proposal submission to determine if the research topic falls within the scope of the MOMS program.",,,1,13355,pd191630,Cleared,2018-06-11,https://www.nsf.gov/funding/opportunities/moms-mechanics-materials-structures/pd19-1630,Program,https://www.nsf.gov/policies/pappg
"Civil Infrastructure Systems (CIS)","The Civil Infrastructure Systems (CIS) program supports fundamental and innovative research in the design, operation and management of civil infrastructure that contributes to creating smart, sustainable and resilient communities at local, national and international scales. This program focuses on civil infrastructure as a system in which interactions between spatially- and functionally- distributed components and intersystem connections exist. All critical civil infrastructure systems are of interest, including transportation, power, water, pipelines and others.
The CIS program encourages potentially disruptive ideas that will open new frontiers and significantly broaden and transform relevant research communities. The program particularly welcomes research that addresses novel system and service design, system integration, big data analytics, and socio-technological-infrastructure connections. The program values diverse theoretical, scientific, mathematical, or computational contributions from a broad set of disciplines.
While component-level, subject-matter knowledge may be crucial in many research efforts, the program does not support research with a primary contribution pertaining to individual infrastructure components such as materials, sensor technology, extreme event analysis, human factors, climate modeling, structural, geotechnical, hydrologic or environmental engineering.",,,1,13352,pd191631,Cleared,2018-06-11,https://www.nsf.gov/funding/opportunities/cis-civil-infrastructure-systems/pd19-1631,Program,https://www.nsf.gov/policies/pappg
"Engineering for Civil Infrastructure (ECI)","The Engineering for Civil Infrastructure (ECI) program supports fundamental research in geotechnical, structural, materials, architectural, and coastal engineering. The ECI program promotes research that can shape the future of the nation’s physical civil infrastructure and that can contribute to climate change adaptation and mitigation, and hazards and disaster resilience. Types of civil infrastructure that the ECI program considers include, but are not limited to, buildings, residential construction, earth and earth retaining structures, and components of flood protection systems; water, waste disposal, and wastewater systems; energy infrastructure (excluding nuclear); and transportation systems (excluding pavements). Both disciplinary and convergent research that can address the challenges of physical civil infrastructure to be resilient and sustainable over its service lifetime are of particular interest. Broader  impacts of ECI research include fostering community welfare for an equitable and prosperous nation and promoting environmentally friendly, circular economy policies.
The ECI program supports research that advances knowledge on the behavior of physical civil infrastructure subjected to and interacting with the natural environment during construction; under service and long-term conditions, including increased demands due to climate change adaptation and other emerging stressors; and under conditions caused by single or multiple extreme hazard events (extreme weather, windstorms, earthquakes, tsunamis, storm surges, landslides, and fire, including wildland-urban interface fire). The ECI program also supports research on geomaterials and infrastructure materials utilized in load-bearing systems as well as in non-structural systems. Of particular interest is experimental and analytical/computational research to advance the fundamental understanding of coupled multi-physics, multi-scale (spatial and temporal), multi-functional behavior of these materials and their intended use in civil infrastructure.
The ECI program supports research on civil infrastructure that contributes to the National Science Foundation’s role in the National Earthquake Hazards Reduction Program (NEHRP) and the National Windstorm Impact Reduction Program (NWIRP). Principal Investigators are encouraged to leverage NSF’s investments in the Natural Hazards Engineering Research Infrastructure (NHERI) experimental, computational modeling and simulation, and data resources (https://www.designsafe-ci.org/) in their research to accelerate advances needed for reducing the impacts of natural hazards on civil infrastructure. The NHERI Science Plan (https://www.designsafe-ci.org/facilities/nco/science-plan/) offers a range of research topics that could benefit from the use of NHERI resources and are relevant to the ECI program.
The ECI program does not support research that addresses natural resource exploration or recovery, investigates blasts and explosions, develops sensor and measurement technologies, or focuses on hazard characterization. The ECI program only supports fundamental research topics for civil infrastructure with a strong grounding in theory. Topics which fall within the mission for research and/or development of other federal and state agencies are appropriate for the ECI program only when addressing fundamental scientific questions. Research on natural hazard characterization is supported through programs in the NSF Directorate for Geosciences.
Proposers are actively encouraged to email a one-page project summary to the ECI Program Officers before submitting a full proposal for guidance on whether the proposed research topic falls within the scope of the ECI program; this guidance especially should be requested for multi-disciplinary research proposals, proposals for which research and/or development on the subject civil infrastructure(s) are also supported by other federal and state agencies, and proposals that consider civil infrastructure not listed above.",,,1,505488,pd19073Y,Cleared,2018-06-11,https://www.nsf.gov/funding/opportunities/eci-engineering-civil-infrastructure/pd19-073y,Program,https://www.nsf.gov/policies/pappg
"Engineering Design and Systems Engineering (EDSE)","The Engineering Design and Systems Engineering (EDSE) program supports fundamental research that advances design science and/or systems science through the creation of new knowledge about the design of engineered artifacts. Engineered artifacts include, but are not limited to, devices, products, processes, platforms, materials, organizations, systems, and systems of systems. The program focuses on design as a system, in which designers, the artifacts they create, the methods they use to create them, and the environment in which this occurs are all subject to rigorous scientific inquiry, along with the interactions among these elements.
The EDSE program strongly encourages proposals that embrace the multidisciplinary nature of design and supports well-defined collaborations of experts in design science and/or systems science with experts in other domains, including (but not limited to) the social, behavioral, computational, and natural (biological and physical) sciences. Competitive proposals will be firmly grounded in theory, will demonstrate the potential of the proposed work to improve design, and will include a plan to rigorously assess the performance and effectiveness of the proposed research methods across all domains involved.
In particular, the EDSE program supports fundamental contributions in areas that include but are not limited to design representation; design optimization; design validation; mechanism design; robotics and intelligent system design; design of engineered materials systems; design cognition; design collaboration; data science and artificial intelligence in design; design in under-resourced communities; immersive design; and design at extreme scales and in extreme environments.  
Prospective investigators are encouraged to discuss their research ideas with the Program Director in advance of proposal preparation and submission.  ",,,1,505478,pd19072Y,Cleared,2018-06-11,https://www.nsf.gov/funding/opportunities/edse-engineering-design-systems-engineering/pd19-072y,Program,https://www.nsf.gov/policies/pappg
"Biomechanics and Mechanobiology (BMMB)","The Biomechanics and Mechanobiology (BMMB) program is part of the Mechanics of Materials cluster within the Division of Civil, Mechanical, and Manufacturing Innovation.
The BMMB program supports fundamental and transformative research that advances our understanding of engineering biomechanics and/or mechanobiology.  The program emphasizes the study of biological mechanics across multiple domains, from sub-cellular to whole organism.  Distinct from conventional engineering materials, the program encourages the consideration of diverse living tissues as smart materials that are self-designing. 
BMMB projects must have a clear biological component, a clear mechanics component, and must improve our understanding of the mechanical behavior of a living system. Investigations of the mechanical behavior of biological molecules, cells, tissues, and living systems are welcome.  An important concern is the influence of in vivo mechanical forces on cell and matrix biology in the histomorphogenesis, maintenance, regeneration, repair, and aging of tissues and organs.  The program is also interested in efforts to translate recent biomechanical and mechanobiological discoveries into engineering science. 
Multiscale mechanics approaches are encouraged but not required. Projects may include theoretical, computational, or experimental approaches, or a combination thereof.  NSF does not support clinical trials; however, feasibility studies involving human volunteers or animal subjects may be supported if appropriate to the scientific objectives of the project.
Proposals should address the novelty and/or potentially transformative nature of the proposed work compared to previous work in the field.  Also, it is essential to address why the proposed work is important in terms of engineering science, and to state the potential impact of success in the research on society and/or industry. 
Innovative proposals outside of these specific areas of biomechanics and mechanobiology will be considered.  However, prior to submission of particularly unique topics, it is strongly recommended that Principal Investigators (PIs) contact the program director to discuss how the proposed work fits within the scope of the program and avoid the possibility of the proposal being returned without review.
Related programs also fund certain aspects of biomechanics and mechanobiology research, and PIs are encouraged to examine these to find the appropriate program for submission.  Proposals with a heavy emphasis on tissue engineering or developing validated models of tissue and organ systems should consider the Engineering of Biomedical Systems (EBMS) program. Projects addressing biological questions about the physiological mechanisms and structural features of organisms should consult the Physiological Mechanisms & Biomechanics (PMB) program. Projects elucidating aspects of neural control may consider the Perception, Action, & Cognition (PAC) program or the Mind, Machine, and Motor Nexus (M3X) program if the project contains work relevant to human-machine interaction.  Projects in rehabilitation engineering should consider the Disability and Rehabilitation Engineering (DARE) program.  Projects focused on fundamental research related to design, characterization, and modification of biomaterials should consider the Biomaterials (BMAT) program. Manufacturing systems proposals should consider the Advanced Manufacturing (AM) program. Work on the interplay between structure, dynamics, and function of biomolecules without advancing our understanding of the mechanics of a living system should consider the Molecular Biophysics program. Researchers who believe their work may span multiple programs are particularly encouraged to contact the cognizant program directors well in advance of submission. 
The duration of unsolicited proposal awards is generally up to three years; proposals for a shorter duration are welcome.  Single-investigator award budgets typically include support for one graduate student (or equivalent trainee) and up to one month of PI time per year (awards for multiple investigator projects are typically larger). Proposal budgets or durations that are much larger than typical should be discussed with the program director prior to submission. Proposers can view budget amounts and other information from recent awards made by this program via the “What Has Been Funded (Recent Awards Made Through This Program, with Abstracts)” link towards the bottom of this page.
 ","standard, continuing",,1,13523,pd197479,Cleared,2018-06-11,https://www.nsf.gov/funding/opportunities/bmmb-biomechanics-mechanobiology/pd19-7479,Program,https://www.nsf.gov/policies/pappg
"Advanced Manufacturing (AM)","The Advanced Manufacturing (AM) program supports the fundamental research needed to revitalize American manufacturing to grow the national prosperity and workforce, and to reshape our strategic industries.  The AM program accelerates advances in manufacturing technologies with emphasis on multidisciplinary research that fundamentally alters and transforms manufacturing capabilities, methods and practices. Advanced manufacturing research proposals should address issues related to national prosperity and security, and advancing knowledge to sustain global leadership.
Areas of research, for example, include manufacturing systems; materials processing; manufacturing machines; methodologies; and manufacturing across the length scales. Researchers working in the areas of cybermanufacturing systems, manufacturing machines and equipment, materials engineering and processing, and nanomanufacturing are encouraged to transcend and cross domain boundaries.  Interdisciplinary, convergent proposals are welcome that bring manufacturing to new application areas, and that incorporate challenges and approaches outside the customary manufacturing portfolio to broaden the impact of America’s advanced manufacturing research.
Proposals of all sizes will therefore be considered as justified by the project description. Investigators are encouraged to discuss their ideas with AM program directors well in advance of submission at AdvancedManufacturing@nsf.gov.",,,1,505572,pd19088Y,Cleared,2018-06-06,https://www.nsf.gov/funding/opportunities/am-advanced-manufacturing/pd19-088y,Program,https://www.nsf.gov/policies/pappg
"Macromolecular, Supramolecular, and Nanochemistry (MSN)","The Macromolecular, Supramolecular, and Nanochemistry (MSN) Program focuses on novel basic research that addresses fundamental questions and advances knowledge regarding the chemistry of macromolecular, supramolecular, and nanoscopic structures.
Research of interest to this program will explore novel chemistry concepts including, but not limited to: synthesis of macromolecular, supramolecular, and nanoscopic structures; surface functionalization methodologies; surface monolayer chemistry; and template-directed synthesis; inter- and intra-molecular interactions that give rise to macromolecular, supramolecular, or nanoparticulate self-assembly into discrete structures (but not liquid phases, liquid crystals, or extended solids); and chemical dynamics that are responsible for spatial organization in discrete organic, inorganic, or hybrid systems (excluding liquid phases, liquid crystals, or extended solids). Also included are advanced experimental or computational methods, which are grounded on fundamental chemistry principles, to delineate or to predict the chemical structure, unique chemical and physicochemical properties, and chemical reactivity that result from macromolecular, supramolecular, and nanoscopic structures, including systems that exhibit quantum confinement and other non-classical effects. Projects that demonstrate synergy between experiment and theory are of special interest.
The MSN Program in interested in proposal submissions in the following topical areas: Firstly, structures, processes, and concepts engendered by supramolecular and nanoscopic systems may advance our understanding of and ultimate applications in Quantum Information Science (QIS). Secondly, through the Critical Aspects of Sustainability (CAS) program and Innovative Solutions to Sustainable Chemistry (CAS-SC), the Division of Chemistry looks to support basic research aimed at improving the sustainability of resources for future generations while maintaining or improving current products within a global society. Submissions that advance MSN chemistry knowledge in sustainability may include but are not limited to: transformative approaches to efficient and inexpensive synthesis using renewable feedstocks or earth abundant elements; innovative approaches to recycling or upcycling of polymers, and novel research that enhances the understanding of efficient use and recycling of critical elements or the conversion of energy from renewable sources.  Grant Opportunities for Academic Liaison with Industry (GOALI) proposals, where such advances are connected directly to industrial considerations, are also encouraged.
Research topics that are not of interest to the MSN Program: Proposals for which the primary focus is on small single molecules, liquid-crystalline phases, polymer phases, extended solids (including metal organic frameworks), DNA origami, materials research, empirical data mining or machine learning to identify structures with desired catalytic, recognition, or materials properties, fate of nanoparticles in the environment, biological properties (including toxicity), drug delivery, selection or engineering of proteins or DNA/RNA, device properties, or engineering are not of interest in the MSN Program. Investigators interested in these areas are encouraged to approach other, more closely aligned programs, such as those in the Divisions of Materials Research (DMR), Physics (PHY), and Chemical, Bioengineering, Environmental, and Transport Systems (CBET).
Proposals submitted to this program (including individual and collaborative proposals, GOALIs) must be submitted to theCHE Disciplinary Research Programs solicitation.
Exceptions:
·         RUI proposals must be submitted to the RUI Solicitation during the regular proposal submission window for this program.
·         Proposals submitted in response to another solicitation (CAREER) should follow the solicitation guidelines (e.g. CAREER)
·         Workshop, EAGER, RAPID or RAISE proposals must be discussed with a Program Officer before submission, and then should only be submitted as instructed.
PIs are encouraged to monitor current funding priorities identified by the Foundation and the Executive and Legislative branches, and to highlight relevant synergies in their Project Summaries and Project Descriptions.
CHE is also committed to the inclusion of all people and institutions across all geographies in the U.S. because all are vital to the nation’s health, security and global leadership in STEM. NSF welcomes the submission of proposals to this funding opportunity that include the participation of the full spectrum of diverse talent in STEM, e.g., as PI, co-PI, senior personnel, postdoctoral scholars, graduate or undergraduate students or trainees. CHE also recognizes that STEM research and education occur at a wide range of institutions, including Minority-serving Institutions (MSIs), Primarily Undergraduate Institutions (PUIs), and two-year colleges, as well as major research institutions. CHE welcomes single institution and multi-institutional collaborative proposals from all types of institutions and encourages authentic and substantive collaborations and partnerships across diverse geographies and types of institutions. Proposals from EPSCoR jurisdictions are especially encouraged.
CHE occasionally supports forward-looking workshops attempting to inform roadmaps (included in the resulting workshop reports) for future research needs and directions relevant to chemical science.  We are not generally able to support research symposia, including those at either special or recurring meetings and conferences.
For recent awards made by the program, search NSF award database with the Program Element Code 688500.

What Has Been Funded (Recent Awards Made Through This Program, with Abstracts)
Map of Recent Awards Made Through This Program",,,,505569,nsf22605,Cleared,2018-04-30,https://www.nsf.gov/funding/opportunities/msn-macromolecular-supramolecular-nanochemistry/pd18-6885,Program,https://www.nsf.gov/funding/opportunities/che-drp-division-chemistry-disciplinary-research-programs/nsf22-605/solicitation
"Environmental Chemical Sciences (ECS)","The Environmental Chemical Sciences (ECS) Program supports experimental and computational research on the fundamental chemistry of processes in the environment. Recognizing the intrinsic complexity and heterogeneity of environmental systems, projects develop and utilize advanced experimental, modeling and simulation approaches to discover, explain, and predict environmental phenomena at the molecular scale. Topics may include, but are not limited to: processes occurring at environmental interfaces and the chemical behavior and transformation under a variety of naturally occurring environmental conditions.
The ECS Program encourages proposal submissions in the following topical areas:
Through the Critical Aspects of Sustainability (CAS) program, the Division of Chemistry looks to support basic research aimed at improving the sustainability of resources for future generations while maintaining or improving current products within a global society. Critical Aspects of Sustainability topics appropriate for the ECS Program include but are not limited to: Understanding the environmental chemical degradation of contaminants, including emerging contaminants. See CAS and CAS-SC for more information. Grant Opportunities for Academic Liaison with Industry (GOALI) proposals, where advances in chemical syntheses involve collaborative research with an industrial partner, are also encouraged.
Research topics that are not of interest to the ECS Program: Field measurements and instrument development in support of environmental measurements are not supported. Programs in other NSF Directorates and other Federal Agencies address aspects such as field studies, large-scale models of the environment, toxicity studies, industrial processes, remediation methods, and the behavior and fate of nanoparticles in the environment.  
Proposals submitted to this program (including individual and collaborative proposals, GOALIs) must be submitted to the CHE Disciplinary Research Programs solicitation.
Exceptions:
·         RUI proposals must be submitted to the RUI Solicitation during the regular proposal submission window for this program.
·         Proposals submitted in response to another solicitation (CAREER) should follow the solicitation guidelines (e.g. CAREER)
·         Workshop, EAGER, RAPID or RAISE proposals must be discussed with a Program Officer before submission, and then should only be submitted as instructed. 
PIs are encouraged to monitor current funding priorities identified by the Foundation and the Executive and Legislative branches, and to highlight relevant synergies in their Project Summaries and Project Descriptions. 
CHE is also committed to the inclusion of all people and institutions across all geographies in the U.S. because all are vital to the nation’s health, security and global leadership in STEM. NSF welcomes the submission of proposals to this funding opportunity that include the participation of the full spectrum of diverse talent in STEM, e.g., as PI, co-PI, senior personnel, postdoctoral scholars, graduate or undergraduate students or trainees. CHE also recognizes that STEM research and education occur at a wide range of institutions, including Minority-serving Institutions (MSIs), Primarily Undergraduate Institutions (PUIs), and two-year colleges, as well as major research institutions. CHE welcomes single institution and multi-institutional collaborative proposals from all types of institutions and encourages authentic and substantive collaborations and partnerships across diverse geographies and types of institutions. Proposals from EPSCoR jurisdictions are especially encouraged.
CHE occasionally supports forward-looking workshops attempting to inform roadmaps (included in the resulting workshop reports) for future research needs and directions relevant to chemical science.  We are not generally able to support research symposia, including those at either special or recurring meetings and conferences. 
For recent awards made by the program, search NSF award database with the Program Element Code 688200.

What Has Been Funded (Recent Awards Made Through This Program, with Abstracts)
Map of Recent Awards Made Through This Program",,,,505568,nsf22605,Cleared,2018-04-30,https://www.nsf.gov/funding/opportunities/ecs-environmental-chemical-sciences/pd18-6882,Program,https://www.nsf.gov/funding/opportunities/che-drp-division-chemistry-disciplinary-research-programs/nsf22-605/solicitation
"Chemical Catalysis (CAT)","The Chemical Catalysis (CAT) Program supports experimental and computational research directed towards the fundamental chemistry aspects of catalytic processes at the molecular and/or bond level of understanding. The CAT Program accepts proposals on catalytic approaches which facilitate, direct, and accelerate efficient chemical transformations. The program scope includes the design and synthesis of catalytic species on the molecular, supramolecular, and nanometer scales and their relevant mechanistic studies. Bothhomogeneous or heterogeneous catalytic processes are in scope. The CAT Program encompasses (but is not limited to) the following areas: polymerization catalysis, single site catalysis, organocatalysis, inorganic, organometallic, and photoredox catalysis, electrocatalysis, and biologically-inspired catalysis. Applications of modeling, theory, simulation, surface science, and advanced characterization techniques to catalytic processes are also relevant. Fundamental studies of energy-related catalytic processes (such as in water splitting and fuel cells) and photocatalysis (such as in solar energy conversion) are welcome in the CAT Program.
The CAT Program encourages proposal submissions in the following topical areas: The Division of Chemistry looks to support basic research aimed at improving the state of sustainable chemistry for future generations while maintaining or improving current products within a global society. Examples of sustainable chemistry appropriate for the Chemical Catalysis (CAT) Program include, but are not limited to: the design, preparation, and reactivity studies associated with new catalysts and catalytic processes to replace rare and/or toxic compounds with earth-abundant and benign alternatives, advances in catalysis to reduce energy consumption and greenhouse gas emissions, catalytic transformation of renewable raw materials to useful chemicals and materials, and catalytic processes to enable circularity. See CAS and CAS-SC for more information. Grant Opportunities for Academic Liaison with Industry (GOALI) proposals, where advances in chemical syntheses involve collaborative research with an industrial partner.
Research topics that are not of interest to the CAT Program: The CAT Program does not support applied catalysis research involving engineering aspects of catalysis such as scale-up, processing, transport dynamics, and long-term stability. Researchers contemplating proposals in these areas are directed to the NSF Division of Chemical, Bioengineering, Environmental, and Transport Systems (CBET). Researchers focused on enzymatic or cellular catalysis should consult the Chemistry of Life Processes (CLP) or Cellular and Biochemical Engineering Programs. Catalysis research with immediate objectives in the synthesis of complex natural products using established catalysts should be submitted to the Chemical Synthesis (SYN) Program. Finally, research primarily targeted at catalytic reaction mechanisms are most appropriate for submission to the Chemical Mechanism, Function, and Properties (CMFP) Program.
Proposals submitted to this program (including individual and collaborative proposals, GOALIs) must be submitted to the CHE Disciplinary Research Programs solicitation.
 Exceptions:
·         RUI proposals must be submitted to the RUI Solicitation during the regular proposal submission window for this program.
·         Proposals submitted in response to another solicitation (CAREER) should follow the solicitation guidelines (e.g. CAREER)
·         Workshop, EAGER, RAPID or RAISE proposals must be discussed with a Program Officer before submission, and then should only be  submitted as instructed.
PIs are encouraged to monitor current funding priorities identified by the Foundation and the Executive and Legislative Branches, and to highlight relevant synergies in their Project Summaries and Program Descriptions.
CHE is also committed to the inclusion of all people and institutions across all geographies in the U.S. because all are vital to the nation’s health, security and global leadership in STEM. NSF welcomes the submission of proposals to this funding opportunity that include the participation of the full spectrum of diverse talent in STEM, e.g., as PI, co-PI, senior personnel, postdoctoral scholars, graduate or undergraduate students or trainees. CHE also recognizes that STEM research and education occur at a wide range of institutions, including Minority-serving Institutions (MSIs), Primarily Undergraduate Institutions (PUIs), and two-year colleges, as well as major research institutions. CHE welcomes single institution and multi-institutional collaborative proposals from all types of institutions and encourages authentic and substantive collaborations and partnerships across diverse geographies and types of institutions. Proposals from EPSCoR jurisdictions are especially encouraged.
CHE occasionally supports forward-looking workshops attempting to inform roadmaps (included in the resulting workshop reports) for future research needs and directions relevant to chemical science. We are not generally able to support research symposia, including those at either special or recurring meetings and conferences.
For recent awards made by the program, search NSF award database with the Program Element Code 688400.

What Has Been Funded (Recent Awards Made Through This Program, with Abstracts)
Map of Recent Awards Made Through This Program",,,,505565,nsf22605,Cleared,2018-04-30,https://www.nsf.gov/funding/opportunities/cat-chemical-catalysis/pd18-6884,Program,https://www.nsf.gov/funding/opportunities/che-drp-division-chemistry-disciplinary-research-programs/nsf22-605/solicitation
"Chemical Mechanism, Function, and Properties (CMFP)","The Chemical Mechanism, Function, and Properties (CMFP) Program, formerly named Chemical Structure, Dynamics, and Mechanisms B (CSDM-B) program, supports mechanistic studies of diverse chemical processes, the discovery and development of molecular systems with emergent potential for applications, and chemical structure-property relationship studies. CMFP proposals often involve significant synthetic efforts. Computational proposals in the context of physical organic and physical inorganic chemistry are welcome and they are typically reviewed by both experimentalists and computational chemists. Mechanistic studies are a major component of the CMFP portfolio. These studies include (but are not limited to) mechanisms of organometallic, organic, and inorganic reactions, chemistry of reactive intermediates, mechanistic studies of charge transfer, photochemical (including photoredox), electrochemical, and catalytic processes. The development of novel molecular systems with potential applications in materials, energy, environment, biotechnology, and information sciences is also a significant part of the CMFP portfolio. Examples include (but are not limited to) chromophore development for advanced imaging and solar fuel applications, the development of innovative battery electrolytes, including flow-battery systems, ionic liquids, selective metal binders, artificial photosynthesis, new magnetic and high-spin chemical systems and molecular qubits. Under the chemical structure-property relationship studies, focus is on the properties and chemical reactivity of molecular systems.
The CMFP Program is also interested in proposal submissions in the following topical areas: Through the Critical Aspects of Sustainability (CAS) program, the Division of Chemistry looks to support basic research aimed at improving the sustainability of resources for future generations while maintaining or improving current products within a global society. Examples of sustainable chemistry appropriate for the CMFP Program include, but are not limited to: fundamental studies related to sustainable energy such as the development of chromophores based on earth-abundant elements, advanced electrolytes for battery technology, and new approaches to water splitting and carbon dioxide conversion.  The CMFP Program also supports projects that contribute to Quantum Information Science (QIS) using molecular systems.  Grant Opportunities for Academic Liaison with Industry (GOALI) proposals, where such advances are connected directly to industrial considerations, are also encouraged.
Research topics that are not of interest to the CMFP Program: Projects involving nanochemistry and polymer chemistry should consult the Macromolecular, Supramolecular, and Nanochemistry (MSN). Research focused on solid-state chemical processes should consult the Solid State Materials Chemistry (SSMC) Program in the Division of Materials Research (DMR).  Projects for which the primary goal is the development of catalysts are more appropriate for the Chemical Catalyst (CAT) program.  Projects for which the primary goal is the development of a practical device should consult the appropriate program in the Engineering Directorate.
Proposals submitted to this program (including individual and collaborative proposals, GOALIs) must be submitted to the CHE Disciplinary Research Programs solicitation.
Exceptions:
·         RUI proposals must be submitted to the RUI Solicitation during the regular proposal submission window for this program.
·         Proposals submitted in response to another solicitation (CAREER) should follow the solicitation guidelines (e.g. CAREER)
·         Workshop, EAGER, RAPID or RAISE proposals must be discussed with a Program Officer before submission, and then should only be submitted as instructed.
PIs are encouraged to monitor current funding priorities identified by the Foundation and the Executive and Legislative Branches, and to highlight relevant synergies in their Project Summaries and Program Descriptions.
CHE is also committed to the inclusion of all people and institutions across all geographies in the U.S. because all are vital to the nation’s health, security and global leadership in STEM. NSF welcomes the submission of proposals to this funding opportunity that include the participation of the full spectrum of diverse talent in STEM, e.g., as PI, co-PI, senior personnel, postdoctoral scholars, graduate or undergraduate students or trainees. CHE also recognizes that STEM research and education occur at a wide range of institutions, including Minority-serving Institutions (MSIs), Primarily Undergraduate Institutions (PUIs), and two-year colleges, as well as major research institutions. CHE welcomes single institution and multi-institutional collaborative proposals from all types of institutions and encourages authentic and substantive collaborations and partnerships across diverse geographies and types of institutions. Proposals from EPSCoR jurisdictions are especially encouraged.
CHE occasionally supports forward-looking workshops attempting to inform roadmaps (included in the resulting workshop reports) for future research needs and directions relevant to chemical science.  We are not generally able to support research symposia, including those at either special or recurring meetings and conferences.
 For recent awards made by the program, search NSF award database with the Program Element Code 910200.

What Has Been Funded (Recent Awards Made Through This Program, with Abstracts)
Map of Recent Awards Made Through This Program",,,,505567,nsf22605,Cleared,2018-04-30,https://www.nsf.gov/funding/opportunities/cmfp-chemical-mechanism-function-properties/pd18-9102,Program,https://www.nsf.gov/funding/opportunities/che-drp-division-chemistry-disciplinary-research-programs/nsf22-605/solicitation
